'from_element'; 0.0585s
'nodes_ids'; 0.0147s
'prefixes_nodes'; 0.0516s
'prefixes'; 0.0519s
'__post_init__'; 0.0525s
'from_element'; 0.0525s
'nodes_ids'; 0.0125s
'prefixes_nodes'; 0.0457s
'prefixes'; 0.0459s
'__post_init__'; 0.0466s
'from_element'; 0.0466s
'ontologies'; 0.2892s
'nodes_ids'; 0.0112s
'get_ontology_contains_element_id'; 0.3004s
'get_relations'; 1.9886s
'relations_from_node'; 1.9886s
'relations_from'; 1.9886s
'to_turtle'; 1.9888s
'nodes_ids'; 0.0123s
'ontology_nodes'; 0.0452s
'nodes_ids'; 0.0122s
'prefixes_nodes'; 0.0435s
'prefixes'; 0.0437s
'_get_children_by_filter'; 0.0101s
'get_class_elements_children_of'; 0.0101s
'get_classes_children_of'; 0.0101s
'_get_children_by_filter'; 0.0097s
'get_named_instance_elements_children_of'; 0.0097s
'get_named_instances_children_of'; 0.0100s
'_get_children_by_filter'; 0.0101s
'get_datatype_elements_children_of'; 0.0101s
'get_datatypes_children_of'; 0.0101s
'__post_init__'; 0.0741s
'from_element'; 0.0741s
'nodes_ids'; 0.0145s
'prefixes_nodes'; 0.0482s
'prefixes'; 0.0484s
'_get_children_by_filter'; 0.0016s
'get_class_elements_children_of'; 0.0016s
'get_classes_children_of'; 0.0017s
'_get_children_by_filter'; 0.0016s
'get_named_instance_elements_children_of'; 0.0016s
'get_named_instances_children_of'; 0.0017s
'_get_children_by_filter'; 0.0016s
'get_datatype_elements_children_of'; 0.0016s
'get_datatypes_children_of'; 0.0016s
'__post_init__'; 0.0534s
'from_element'; 0.0534s
'nodes_ids'; 0.0121s
'prefixes_nodes'; 0.0423s
'prefixes'; 0.0426s
'__post_init__'; 0.0431s
'from_element'; 0.0431s
'nodes_ids'; 0.0116s
'prefixes_nodes'; 0.0427s
'prefixes'; 0.0432s
'__post_init__'; 0.0441s
'from_element'; 0.0441s
'ontologies'; 0.2600s
'nodes_ids'; 0.0105s
'get_ontology_contains_element_id'; 0.2705s
'get_relations'; 0.2706s
'relations_from_node'; 0.2706s
'relations_from'; 0.2706s
'to_turtle'; 0.2706s
'nodes_ids'; 0.0115s
'ontology_nodes'; 0.0410s
'nodes_ids'; 0.0124s
'prefixes_nodes'; 0.0472s
'prefixes'; 0.0477s
'_get_children_by_filter'; 0.0112s
'get_class_elements_children_of'; 0.0112s
'get_classes_children_of'; 0.0112s
'_get_children_by_filter'; 0.0128s
'get_named_instance_elements_children_of'; 0.0129s
'get_named_instances_children_of'; 0.0131s
'_get_children_by_filter'; 0.0121s
'get_datatype_elements_children_of'; 0.0121s
'get_datatypes_children_of'; 0.0121s
'__post_init__'; 0.0842s
'from_element'; 0.0842s
'nodes_ids'; 0.0145s
'prefixes_nodes'; 0.0493s
'prefixes'; 0.0495s
'_get_children_by_filter'; 0.0017s
'get_class_elements_children_of'; 0.0017s
'get_classes_children_of'; 0.0017s
'_get_children_by_filter'; 0.0016s
'get_named_instance_elements_children_of'; 0.0016s
'get_named_instances_children_of'; 0.0016s
'_get_children_by_filter'; 0.0016s
'get_datatype_elements_children_of'; 0.0016s
'get_datatypes_children_of'; 0.0016s
'__post_init__'; 0.0545s
'from_element'; 0.0545s
'nodes_ids'; 0.0122s
'prefixes_nodes'; 0.0428s
'prefixes'; 0.0430s
'__post_init__'; 0.0435s
'from_element'; 0.0436s
'nodes_ids'; 0.0142s
'prefixes_nodes'; 0.0454s
'prefixes'; 0.0458s
'__post_init__'; 0.0463s
'from_element'; 0.0463s
'ontologies'; 0.2695s
'nodes_ids'; 0.0088s
'get_ontology_contains_element_id'; 0.2783s
'nodes_ids'; 0.0120s
'ontology_nodes'; 0.0484s
'nodes_ids'; 0.0132s
'prefixes_nodes'; 0.0432s
'prefixes'; 0.0434s
'_get_children_by_filter'; 0.0092s
'get_class_elements_children_of'; 0.0092s
'get_classes_children_of'; 0.0092s
'_get_children_by_filter'; 0.0092s
'get_named_instance_elements_children_of'; 0.0092s
'get_named_instances_children_of'; 0.0094s
'_get_children_by_filter'; 0.0093s
'get_datatype_elements_children_of'; 0.0093s
'get_datatypes_children_of'; 0.0093s
'__post_init__'; 0.0713s
'from_element'; 0.0713s
'nodes_ids'; 0.0119s
'prefixes_nodes'; 0.0421s
'prefixes'; 0.0424s
'_get_children_by_filter'; 0.0018s
'get_class_elements_children_of'; 0.0018s
'get_classes_children_of'; 0.0019s
'_get_children_by_filter'; 0.0019s
'get_named_instance_elements_children_of'; 0.0019s
'get_named_instances_children_of'; 0.0020s
'_get_children_by_filter'; 0.0028s
'get_datatype_elements_children_of'; 0.0028s
'get_datatypes_children_of'; 0.0028s
'__post_init__'; 0.0492s
'from_element'; 0.0492s
'nodes_ids'; 0.0149s
'prefixes_nodes'; 0.0476s
'prefixes'; 0.0479s
'__post_init__'; 0.0485s
'from_element'; 0.0485s
'nodes_ids'; 0.0127s
'prefixes_nodes'; 0.0475s
'prefixes'; 0.0478s
'__post_init__'; 0.0484s
'from_element'; 0.0484s
'ontologies'; 0.2658s
'nodes_ids'; 0.0091s
'get_ontology_contains_element_id'; 0.2748s
'nodes_ids'; 0.0123s
'ontology_nodes'; 0.0458s
'nodes_ids'; 0.0122s
'prefixes_nodes'; 0.0456s
'prefixes'; 0.0461s
'_get_children_by_filter'; 0.0101s
'get_class_elements_children_of'; 0.0101s
'get_classes_children_of'; 0.0101s
'_get_children_by_filter'; 0.0095s
'get_named_instance_elements_children_of'; 0.0095s
'get_named_instances_children_of'; 0.0097s
'_get_children_by_filter'; 0.0094s
'get_datatype_elements_children_of'; 0.0094s
'get_datatypes_children_of'; 0.0094s
'__post_init__'; 0.0753s
'from_element'; 0.0753s
'nodes_ids'; 0.0115s
'prefixes_nodes'; 0.0442s
'prefixes'; 0.0445s
'_get_children_by_filter'; 0.0016s
'get_class_elements_children_of'; 0.0016s
'get_classes_children_of'; 0.0017s
'_get_children_by_filter'; 0.0017s
'get_named_instance_elements_children_of'; 0.0017s
'get_named_instances_children_of'; 0.0017s
'_get_children_by_filter'; 0.0021s
'get_datatype_elements_children_of'; 0.0021s
'get_datatypes_children_of'; 0.0021s
'__post_init__'; 0.0500s
'from_element'; 0.0500s
'nodes_ids'; 0.0119s
'prefixes_nodes'; 0.0435s
'prefixes'; 0.0437s
'__post_init__'; 0.0443s
'from_element'; 0.0443s
'nodes_ids'; 0.0143s
'prefixes_nodes'; 0.0464s
'prefixes'; 0.0467s
'__post_init__'; 0.0472s
'from_element'; 0.0472s
'ontologies'; 0.2626s
'nodes_ids'; 0.0096s
'get_ontology_contains_element_id'; 0.2722s
'nodes_ids'; 0.0128s
'ontology_nodes'; 0.0460s
'nodes_ids'; 0.0127s
'prefixes_nodes'; 0.0456s
'prefixes'; 0.0458s
'_get_children_by_filter'; 0.0112s
'get_class_elements_children_of'; 0.0112s
'get_classes_children_of'; 0.0112s
'_get_children_by_filter'; 0.0103s
'get_named_instance_elements_children_of'; 0.0103s
'get_named_instances_children_of'; 0.0106s
'_get_children_by_filter'; 0.0098s
'get_datatype_elements_children_of'; 0.0098s
'get_datatypes_children_of'; 0.0099s
'__post_init__'; 0.0776s
'from_element'; 0.0776s
'nodes_ids'; 0.0124s
'prefixes_nodes'; 0.0450s
'prefixes'; 0.0453s
'_get_children_by_filter'; 0.0021s
'get_class_elements_children_of'; 0.0021s
'get_classes_children_of'; 0.0021s
'_get_children_by_filter'; 0.0019s
'get_named_instance_elements_children_of'; 0.0019s
'get_named_instances_children_of'; 0.0019s
'_get_children_by_filter'; 0.0018s
'get_datatype_elements_children_of'; 0.0018s
'get_datatypes_children_of'; 0.0018s
'__post_init__'; 0.0511s
'from_element'; 0.0511s
'nodes_ids'; 0.0129s
'prefixes_nodes'; 0.0467s
'prefixes'; 0.0469s
'__post_init__'; 0.0474s
'from_element'; 0.0474s
'nodes_ids'; 0.0128s
'prefixes_nodes'; 0.0465s
'prefixes'; 0.0467s
'__post_init__'; 0.0472s
'from_element'; 0.0472s
'ontologies'; 0.2694s
'nodes_ids'; 0.0092s
'get_ontology_contains_element_id'; 0.2786s
'nodes_ids'; 0.0120s
'ontology_nodes'; 0.0422s
'nodes_ids'; 0.0117s
'prefixes_nodes'; 0.0446s
'prefixes'; 0.0449s
'_get_children_by_filter'; 0.0090s
'get_class_elements_children_of'; 0.0090s
'get_classes_children_of'; 0.0090s
'_get_children_by_filter'; 0.0098s
'get_named_instance_elements_children_of'; 0.0098s
'get_named_instances_children_of'; 0.0100s
'_get_children_by_filter'; 0.0091s
'get_datatype_elements_children_of'; 0.0091s
'get_datatypes_children_of'; 0.0091s
'__post_init__'; 0.0730s
'from_element'; 0.0730s
'nodes_ids'; 0.0166s
'prefixes_nodes'; 0.0480s
'prefixes'; 0.0483s
'_get_children_by_filter'; 0.0017s
'get_class_elements_children_of'; 0.0017s
'get_classes_children_of'; 0.0018s
'_get_children_by_filter'; 0.0016s
'get_named_instance_elements_children_of'; 0.0017s
'get_named_instances_children_of'; 0.0017s
'_get_children_by_filter'; 0.0016s
'get_datatype_elements_children_of'; 0.0017s
'get_datatypes_children_of'; 0.0017s
'__post_init__'; 0.0535s
'from_element'; 0.0535s
'nodes_ids'; 0.0138s
'prefixes_nodes'; 0.0461s
'prefixes'; 0.0463s
'__post_init__'; 0.0469s
'from_element'; 0.0469s
'nodes_ids'; 0.0125s
'prefixes_nodes'; 0.0467s
'prefixes'; 0.0469s
'__post_init__'; 0.0474s
'from_element'; 0.0474s
'ontologies'; 0.2630s
'nodes_ids'; 0.0094s
'get_ontology_contains_element_id'; 0.2725s
'nodes_ids'; 0.0122s
'ontology_nodes'; 0.0450s
'nodes_ids'; 0.0128s
'prefixes_nodes'; 0.0464s
'prefixes'; 0.0467s
'_get_children_by_filter'; 0.0099s
'get_class_elements_children_of'; 0.0100s
'get_classes_children_of'; 0.0100s
'_get_children_by_filter'; 0.0101s
'get_named_instance_elements_children_of'; 0.0101s
'get_named_instances_children_of'; 0.0103s
'_get_children_by_filter'; 0.0104s
'get_datatype_elements_children_of'; 0.0104s
'get_datatypes_children_of'; 0.0106s
'__post_init__'; 0.0775s
'from_element'; 0.0775s
'nodes_ids'; 0.0129s
'prefixes_nodes'; 0.0466s
'prefixes'; 0.0470s
'_get_children_by_filter'; 0.0019s
'get_class_elements_children_of'; 0.0020s
'get_classes_children_of'; 0.0020s
'_get_children_by_filter'; 0.0017s
'get_named_instance_elements_children_of'; 0.0017s
'get_named_instances_children_of'; 0.0017s
'_get_children_by_filter'; 0.0017s
'get_datatype_elements_children_of'; 0.0017s
'get_datatypes_children_of'; 0.0017s
'__post_init__'; 0.0525s
'from_element'; 0.0525s
'nodes_ids'; 0.0149s
'prefixes_nodes'; 0.0516s
'prefixes'; 0.0521s
'__post_init__'; 0.0528s
'from_element'; 0.0528s
'nodes_ids'; 0.0135s
'prefixes_nodes'; 0.0486s
'prefixes'; 0.0489s
'__post_init__'; 0.0495s
'from_element'; 0.0495s
'ontologies'; 0.2774s
'nodes_ids'; 0.0099s
'get_ontology_contains_element_id'; 0.2874s
'nodes_ids'; 0.0132s
'ontology_nodes'; 0.0498s
'nodes_ids'; 0.0155s
'prefixes_nodes'; 0.0507s
'prefixes'; 0.0510s
'_get_children_by_filter'; 0.0094s
'get_class_elements_children_of'; 0.0094s
'get_classes_children_of'; 0.0094s
'_get_children_by_filter'; 0.0095s
'get_named_instance_elements_children_of'; 0.0095s
'get_named_instances_children_of'; 0.0097s
'_get_children_by_filter'; 0.0102s
'get_datatype_elements_children_of'; 0.0102s
'get_datatypes_children_of'; 0.0102s
'__post_init__'; 0.0803s
'from_element'; 0.0803s
'nodes_ids'; 0.0133s
'prefixes_nodes'; 0.0434s
'prefixes'; 0.0436s
'_get_children_by_filter'; 0.0017s
'get_class_elements_children_of'; 0.0017s
'get_classes_children_of'; 0.0019s
'_get_children_by_filter'; 0.0017s
'get_named_instance_elements_children_of'; 0.0017s
'get_named_instances_children_of'; 0.0017s
'_get_children_by_filter'; 0.0017s
'get_datatype_elements_children_of'; 0.0017s
'get_datatypes_children_of'; 0.0017s
'__post_init__'; 0.0489s
'from_element'; 0.0489s
'nodes_ids'; 0.0116s
'prefixes_nodes'; 0.0425s
'prefixes'; 0.0428s
'__post_init__'; 0.0433s
'from_element'; 0.0433s
'nodes_ids'; 0.0121s
'prefixes_nodes'; 0.0471s
'prefixes'; 0.0473s
'__post_init__'; 0.0478s
'from_element'; 0.0478s
'ontologies'; 0.2702s
'nodes_ids'; 0.0097s
'get_ontology_contains_element_id'; 0.2799s
'nodes_ids'; 0.0122s
'ontology_nodes'; 0.0446s
'nodes_ids'; 0.0122s
'prefixes_nodes'; 0.0464s
'prefixes'; 0.0467s
'_get_children_by_filter'; 0.0099s
'get_class_elements_children_of'; 0.0099s
'get_classes_children_of'; 0.0099s
'_get_children_by_filter'; 0.0095s
'get_named_instance_elements_children_of'; 0.0095s
'get_named_instances_children_of'; 0.0097s
'_get_children_by_filter'; 0.0094s
'get_datatype_elements_children_of'; 0.0095s
'get_datatypes_children_of'; 0.0095s
'__post_init__'; 0.0758s
'from_element'; 0.0758s
'nodes_ids'; 0.0125s
'prefixes_nodes'; 0.0459s
'prefixes'; 0.0463s
'_get_children_by_filter'; 0.0020s
'get_class_elements_children_of'; 0.0020s
'get_classes_children_of'; 0.0021s
'_get_children_by_filter'; 0.0017s
'get_named_instance_elements_children_of'; 0.0017s
'get_named_instances_children_of'; 0.0017s
'_get_children_by_filter'; 0.0017s
'get_datatype_elements_children_of'; 0.0017s
'get_datatypes_children_of'; 0.0017s
'__post_init__'; 0.0518s
'from_element'; 0.0518s
'nodes_ids'; 0.0125s
'prefixes_nodes'; 0.0481s
'prefixes'; 0.0484s
'__post_init__'; 0.0490s
'from_element'; 0.0490s
'nodes_ids'; 0.0154s
'prefixes_nodes'; 0.0566s
'prefixes'; 0.0569s
'__post_init__'; 0.0574s
'from_element'; 0.0574s
'ontologies'; 0.2787s
'nodes_ids'; 0.0094s
'get_ontology_contains_element_id'; 0.2881s
'get_relations'; 2.2319s
'relations_from_node'; 2.2319s
'relations_from'; 2.2319s
'to_turtle'; 2.2321s
'nodes_ids'; 0.0118s
'ontology_nodes'; 0.0434s
'nodes_ids'; 0.0131s
'prefixes_nodes'; 0.0439s
'prefixes'; 0.0442s
'_get_children_by_filter'; 0.0117s
'get_class_elements_children_of'; 0.0117s
'get_classes_children_of'; 0.0117s
'_get_children_by_filter'; 0.0092s
'get_named_instance_elements_children_of'; 0.0092s
'get_named_instances_children_of'; 0.0094s
'_get_children_by_filter'; 0.0092s
'get_datatype_elements_children_of'; 0.0092s
'get_datatypes_children_of'; 0.0093s
'__post_init__'; 0.0746s
'from_element'; 0.0746s
'nodes_ids'; 0.0128s
'prefixes_nodes'; 0.0482s
'prefixes'; 0.0485s
'_get_children_by_filter'; 0.0016s
'get_class_elements_children_of'; 0.0016s
'get_classes_children_of'; 0.0017s
'_get_children_by_filter'; 0.0018s
'get_named_instance_elements_children_of'; 0.0018s
'get_named_instances_children_of'; 0.0019s
'_get_children_by_filter'; 0.0017s
'get_datatype_elements_children_of'; 0.0017s
'get_datatypes_children_of'; 0.0017s
'__post_init__'; 0.0538s
'from_element'; 0.0538s
'nodes_ids'; 0.0152s
'prefixes_nodes'; 0.0505s
'prefixes'; 0.0508s
'__post_init__'; 0.0513s
'from_element'; 0.0513s
'nodes_ids'; 0.0138s
'prefixes_nodes'; 0.0482s
'prefixes'; 0.0485s
'__post_init__'; 0.0490s
'from_element'; 0.0490s
'ontologies'; 0.2721s
'nodes_ids'; 0.0139s
'get_ontology_contains_element_id'; 0.2860s
'nodes_ids'; 0.0155s
'ontology_nodes'; 0.0512s
'nodes_ids'; 0.0151s
'prefixes_nodes'; 0.0524s
'prefixes'; 0.0527s
'_get_children_by_filter'; 0.0115s
'get_class_elements_children_of'; 0.0115s
'get_classes_children_of'; 0.0115s
'_get_children_by_filter'; 0.0127s
'get_named_instance_elements_children_of'; 0.0127s
'get_named_instances_children_of'; 0.0129s
'_get_children_by_filter'; 0.0102s
'get_datatype_elements_children_of'; 0.0102s
'get_datatypes_children_of'; 0.0102s
'__post_init__'; 0.0874s
'from_element'; 0.0874s
'nodes_ids'; 0.0136s
'prefixes_nodes'; 0.0492s
'prefixes'; 0.0499s
'_get_children_by_filter'; 0.0023s
'get_class_elements_children_of'; 0.0023s
'get_classes_children_of'; 0.0025s
'_get_children_by_filter'; 0.0017s
'get_named_instance_elements_children_of'; 0.0017s
'get_named_instances_children_of'; 0.0018s
'_get_children_by_filter'; 0.0017s
'get_datatype_elements_children_of'; 0.0017s
'get_datatypes_children_of'; 0.0017s
'__post_init__'; 0.0559s
'from_element'; 0.0559s
'nodes_ids'; 0.0119s
'prefixes_nodes'; 0.0464s
'prefixes'; 0.0467s
'__post_init__'; 0.0473s
'from_element'; 0.0473s
'nodes_ids'; 0.0125s
'prefixes_nodes'; 0.0444s
'prefixes'; 0.0446s
'__post_init__'; 0.0451s
'from_element'; 0.0451s
'ontologies'; 0.2870s
'nodes_ids'; 0.0095s
'get_ontology_contains_element_id'; 0.2966s
'nodes_ids'; 0.0136s
'ontology_nodes'; 0.0490s
'nodes_ids'; 0.0128s
'prefixes_nodes'; 0.0453s
'prefixes'; 0.0456s
'_get_children_by_filter'; 0.0094s
'get_class_elements_children_of'; 0.0094s
'get_classes_children_of'; 0.0094s
'_get_children_by_filter'; 0.0107s
'get_named_instance_elements_children_of'; 0.0107s
'get_named_instances_children_of'; 0.0111s
'_get_children_by_filter'; 0.0103s
'get_datatype_elements_children_of'; 0.0103s
'get_datatypes_children_of'; 0.0103s
'__post_init__'; 0.0765s
'from_element'; 0.0765s
'nodes_ids'; 0.0126s
'prefixes_nodes'; 0.0554s
'prefixes'; 0.0557s
'_get_children_by_filter'; 0.0016s
'get_class_elements_children_of'; 0.0016s
'get_classes_children_of'; 0.0017s
'_get_children_by_filter'; 0.0018s
'get_named_instance_elements_children_of'; 0.0018s
'get_named_instances_children_of'; 0.0018s
'_get_children_by_filter'; 0.0018s
'get_datatype_elements_children_of'; 0.0018s
'get_datatypes_children_of'; 0.0018s
'__post_init__'; 0.0611s
'from_element'; 0.0611s
'nodes_ids'; 0.0164s
'prefixes_nodes'; 0.0887s
'prefixes'; 0.0892s
'__post_init__'; 0.0900s
'from_element'; 0.0900s
'nodes_ids'; 0.0161s
'prefixes_nodes'; 0.0555s
'prefixes'; 0.0558s
'__post_init__'; 0.0564s
'from_element'; 0.0564s
'ontologies'; 0.3330s
'nodes_ids'; 0.0107s
'get_ontology_contains_element_id'; 0.3437s
'get_relations'; 0.9265s
'relations_from_node'; 0.9265s
'relations_from'; 0.9265s
'to_turtle'; 0.9266s
'nodes_ids'; 0.0143s
'ontology_nodes'; 0.0540s
'nodes_ids'; 0.0153s
'prefixes_nodes'; 0.0501s
'prefixes'; 0.0503s
'_get_children_by_filter'; 0.0093s
'get_class_elements_children_of'; 0.0093s
'get_classes_children_of'; 0.0093s
'_get_children_by_filter'; 0.0104s
'get_named_instance_elements_children_of'; 0.0105s
'get_named_instances_children_of'; 0.0107s
'_get_children_by_filter'; 0.0146s
'get_datatype_elements_children_of'; 0.0146s
'get_datatypes_children_of'; 0.0147s
'__post_init__'; 0.0850s
'from_element'; 0.0850s
'nodes_ids'; 0.0150s
'prefixes_nodes'; 0.0498s
'prefixes'; 0.0501s
'_get_children_by_filter'; 0.0017s
'get_class_elements_children_of'; 0.0017s
'get_classes_children_of'; 0.0018s
'_get_children_by_filter'; 0.0017s
'get_named_instance_elements_children_of'; 0.0017s
'get_named_instances_children_of'; 0.0017s
'_get_children_by_filter'; 0.0017s
'get_datatype_elements_children_of'; 0.0018s
'get_datatypes_children_of'; 0.0018s
'__post_init__'; 0.0554s
'from_element'; 0.0554s
'nodes_ids'; 0.0133s
'prefixes_nodes'; 0.0470s
'prefixes'; 0.0473s
'__post_init__'; 0.0478s
'from_element'; 0.0478s
'nodes_ids'; 0.0141s
'prefixes_nodes'; 0.0511s
'prefixes'; 0.0514s
'__post_init__'; 0.0520s
'from_element'; 0.0520s
'ontologies'; 0.2942s
'nodes_ids'; 0.0103s
'get_ontology_contains_element_id'; 0.3046s
'nodes_ids'; 0.0138s
'ontology_nodes'; 0.0491s
'nodes_ids'; 0.0129s
'prefixes_nodes'; 0.0466s
'prefixes'; 0.0468s
'_get_children_by_filter'; 0.0100s
'get_class_elements_children_of'; 0.0100s
'get_classes_children_of'; 0.0100s
'_get_children_by_filter'; 0.0120s
'get_named_instance_elements_children_of'; 0.0120s
'get_named_instances_children_of'; 0.0122s
'_get_children_by_filter'; 0.0110s
'get_datatype_elements_children_of'; 0.0110s
'get_datatypes_children_of'; 0.0110s
'__post_init__'; 0.0801s
'from_element'; 0.0801s
'nodes_ids'; 0.0146s
'prefixes_nodes'; 0.0532s
'prefixes'; 0.0535s
'_get_children_by_filter'; 0.0017s
'get_class_elements_children_of'; 0.0017s
'get_classes_children_of'; 0.0017s
'_get_children_by_filter'; 0.0017s
'get_named_instance_elements_children_of'; 0.0017s
'get_named_instances_children_of'; 0.0017s
'_get_children_by_filter'; 0.0018s
'get_datatype_elements_children_of'; 0.0018s
'get_datatypes_children_of'; 0.0021s
'__post_init__'; 0.0591s
'from_element'; 0.0591s
'nodes_ids'; 0.0148s
'prefixes_nodes'; 0.0508s
'prefixes'; 0.0511s
'__post_init__'; 0.0516s
'from_element'; 0.0516s
'nodes_ids'; 0.0140s
'prefixes_nodes'; 0.0496s
'prefixes'; 0.0499s
'__post_init__'; 0.0504s
'from_element'; 0.0504s
'ontologies'; 0.2903s
'nodes_ids'; 0.0107s
'get_ontology_contains_element_id'; 0.3010s
'nodes_ids'; 0.0145s
'ontology_nodes'; 0.0533s
'nodes_ids'; 0.0145s
'prefixes_nodes'; 0.0483s
'prefixes'; 0.0487s
'_get_children_by_filter'; 0.0104s
'get_class_elements_children_of'; 0.0105s
'get_classes_children_of'; 0.0106s
'_get_children_by_filter'; 0.0097s
'get_named_instance_elements_children_of'; 0.0097s
'get_named_instances_children_of'; 0.0099s
'_get_children_by_filter'; 0.0105s
'get_datatype_elements_children_of'; 0.0105s
'get_datatypes_children_of'; 0.0105s
'__post_init__'; 0.0797s
'from_element'; 0.0797s
'nodes_ids'; 0.0135s
'prefixes_nodes'; 0.0478s
'prefixes'; 0.0480s
'_get_children_by_filter'; 0.0021s
'get_class_elements_children_of'; 0.0021s
'get_classes_children_of'; 0.0022s
'_get_children_by_filter'; 0.0019s
'get_named_instance_elements_children_of'; 0.0019s
'get_named_instances_children_of'; 0.0019s
'_get_children_by_filter'; 0.0019s
'get_datatype_elements_children_of'; 0.0019s
'get_datatypes_children_of'; 0.0019s
'__post_init__'; 0.0541s
'from_element'; 0.0541s
'nodes_ids'; 0.0133s
'prefixes_nodes'; 0.0472s
'prefixes'; 0.0474s
'__post_init__'; 0.0479s
'from_element'; 0.0479s
'nodes_ids'; 0.0137s
'prefixes_nodes'; 0.0484s
'prefixes'; 0.0487s
'__post_init__'; 0.0492s
'from_element'; 0.0492s
'ontologies'; 0.2842s
'nodes_ids'; 0.0101s
'get_ontology_contains_element_id'; 0.2944s
'get_relations'; 0.9001s
'relations_from_node'; 0.9001s
'relations_from'; 0.9002s
'to_turtle'; 0.9003s
'nodes_ids'; 0.0124s
'ontology_nodes'; 0.0480s
'nodes_ids'; 0.0130s
'prefixes_nodes'; 0.0467s
'prefixes'; 0.0469s
'_get_children_by_filter'; 0.0113s
'get_class_elements_children_of'; 0.0114s
'get_classes_children_of'; 0.0114s
'_get_children_by_filter'; 0.0108s
'get_named_instance_elements_children_of'; 0.0108s
'get_named_instances_children_of'; 0.0111s
'_get_children_by_filter'; 0.0103s
'get_datatype_elements_children_of'; 0.0103s
'get_datatypes_children_of'; 0.0103s
'__post_init__'; 0.0798s
'from_element'; 0.0798s
'nodes_ids'; 0.0135s
'prefixes_nodes'; 0.0470s
'prefixes'; 0.0474s
'_get_children_by_filter'; 0.0024s
'get_class_elements_children_of'; 0.0024s
'get_classes_children_of'; 0.0026s
'_get_children_by_filter'; 0.0033s
'get_named_instance_elements_children_of'; 0.0033s
'get_named_instances_children_of'; 0.0034s
'_get_children_by_filter'; 0.0022s
'get_datatype_elements_children_of'; 0.0023s
'get_datatypes_children_of'; 0.0023s
'__post_init__'; 0.0556s
'from_element'; 0.0556s
'nodes_ids'; 0.0197s
'prefixes_nodes'; 0.0609s
'prefixes'; 0.0611s
'__post_init__'; 0.0617s
'from_element'; 0.0617s
'nodes_ids'; 0.0138s
'prefixes_nodes'; 0.0478s
'prefixes'; 0.0480s
'__post_init__'; 0.0486s
'from_element'; 0.0486s
'ontologies'; 0.2938s
'nodes_ids'; 0.0093s
'get_ontology_contains_element_id'; 0.3031s
'nodes_ids'; 0.0120s
'ontology_nodes'; 0.0452s
'nodes_ids'; 0.0121s
'prefixes_nodes'; 0.0464s
'prefixes'; 0.0466s
'_get_children_by_filter'; 0.0096s
'get_class_elements_children_of'; 0.0097s
'get_classes_children_of'; 0.0097s
'_get_children_by_filter'; 0.0098s
'get_named_instance_elements_children_of'; 0.0098s
'get_named_instances_children_of'; 0.0101s
'_get_children_by_filter'; 0.0098s
'get_datatype_elements_children_of'; 0.0098s
'get_datatypes_children_of'; 0.0099s
'__post_init__'; 0.0763s
'from_element'; 0.0763s
'nodes_ids'; 0.0140s
'prefixes_nodes'; 0.0487s
'prefixes'; 0.0489s
'_get_children_by_filter'; 0.0016s
'get_class_elements_children_of'; 0.0016s
'get_classes_children_of'; 0.0017s
'_get_children_by_filter'; 0.0016s
'get_named_instance_elements_children_of'; 0.0016s
'get_named_instances_children_of'; 0.0016s
'_get_children_by_filter'; 0.0017s
'get_datatype_elements_children_of'; 0.0018s
'get_datatypes_children_of'; 0.0018s
'__post_init__'; 0.0541s
'from_element'; 0.0541s
'nodes_ids'; 0.0123s
'prefixes_nodes'; 0.0474s
'prefixes'; 0.0477s
'__post_init__'; 0.0483s
'from_element'; 0.0483s
'nodes_ids'; 0.0142s
'prefixes_nodes'; 0.0516s
'prefixes'; 0.0519s
'__post_init__'; 0.0524s
'from_element'; 0.0524s
'ontologies'; 0.2764s
'nodes_ids'; 0.0097s
'get_ontology_contains_element_id'; 0.2861s
'get_relations'; 0.5893s
'relations_from_node'; 0.5893s
'relations_from'; 0.5893s
'to_turtle'; 0.5894s
'nodes_ids'; 0.0139s
'ontology_nodes'; 0.0484s
'nodes_ids'; 0.0130s
'prefixes_nodes'; 0.0448s
'prefixes'; 0.0450s
'_get_children_by_filter'; 0.0093s
'get_class_elements_children_of'; 0.0093s
'get_classes_children_of'; 0.0093s
'_get_children_by_filter'; 0.0096s
'get_named_instance_elements_children_of'; 0.0096s
'get_named_instances_children_of'; 0.0098s
'_get_children_by_filter'; 0.0107s
'get_datatype_elements_children_of'; 0.0107s
'get_datatypes_children_of'; 0.0107s
'__post_init__'; 0.0749s
'from_element'; 0.0749s
'nodes_ids'; 0.0132s
'prefixes_nodes'; 0.0456s
'prefixes'; 0.0458s
'_get_children_by_filter'; 0.0016s
'get_class_elements_children_of'; 0.0016s
'get_classes_children_of'; 0.0017s
'_get_children_by_filter'; 0.0016s
'get_named_instance_elements_children_of'; 0.0016s
'get_named_instances_children_of'; 0.0016s
'_get_children_by_filter'; 0.0017s
'get_datatype_elements_children_of'; 0.0017s
'get_datatypes_children_of'; 0.0017s
'__post_init__'; 0.0509s
'from_element'; 0.0509s
'nodes_ids'; 0.0118s
'prefixes_nodes'; 0.0464s
'prefixes'; 0.0466s
'__post_init__'; 0.0471s
'from_element'; 0.0471s
'nodes_ids'; 0.0116s
'prefixes_nodes'; 0.0440s
'prefixes'; 0.0442s
'__post_init__'; 0.0447s
